t =     0.1000
           x          rho            u            p
     0.28200      0.12500      0.00000      0.10000
     0.28400      0.12500      0.00000      0.10000
     0.28600      0.12500      0.00000      0.10000
     0.28800      0.12500      0.00000      0.10000
     0.29000      0.12500      0.00000      0.10000
     0.29200      0.12500      0.00000      0.10000
     0.29400      0.12500      0.00000      0.10000
     0.29600      0.12500      0.00000      0.10000
     0.29800      0.12500      0.00000      0.10000
     0.30000      0.12500      0.00000      0.10000
     0.30200      0.12500      0.00000      0.10000
     0.30400      0.12500      0.00000      0.10000
     0.30600      0.12500      0.00000      0.10000
     0.30800      0.12500      0.00000      0.10000
     0.31000      0.12500      0.00000      0.10000
     0.31200      0.12500      0.00000      0.10000
     0.31400      0.12500      0.00000      0.10000
     0.31600      0.12500      0.00000      0.10000
     0.31800      0.12500      0.00000      0.10000
     0.32000      0.12500      0.00000      0.10000
     0.32200      0.12500      0.00000      0.10000
     0.32400      0.12500      0.00000      0.10000
     0.32600      0.12500      0.00000      0.10000
     0.32800      0.12500      0.00000      0.10000
     0.33000      0.12500      0.00000      0.10000
     0.33200      0.12500      0.00000      0.10000
     0.33400      0.12500      0.00000      0.10000
     0.33600      0.12500      0.00000      0.10000
     0.33800      0.12500      0.00000      0.10000
     0.34000      0.12500      0.00000      0.10000
     0.34200      0.12500      0.00000      0.10000
     0.34400      0.12500      0.00000      0.10000
     0.34600      0.12500      0.00000      0.10000
     0.34800      0.12500      0.00000      0.10000
     0.35000      0.12500      0.00000      0.10000
     0.35200      0.12500      0.00000      0.10000
     0.35400      0.12500      0.00000      0.10000
     0.35600      0.12500      0.00000      0.10000
     0.35800      0.12500      0.00000      0.10000
     0.36000      0.12500      0.00000      0.10000
     0.36200      0.12500      0.00000      0.10000
     0.36400      0.12500      0.00000      0.10000
     0.36600      0.12500      0.00000      0.10000
     0.36800      0.12500      0.00000      0.10000
     0.37000      0.12500      0.00000      0.10000
     0.37200      0.12500      0.00000      0.10000
     0.37400      0.12500      0.00000      0.10000
     0.37600      0.12500      0.00000      0.10000
     0.37800      0.12500      0.00000      0.10000
     0.38000      0.12500      0.00000      0.10000
     0.38200      0.12500      0.00000      0.10000
     0.38400      0.12500      0.00000      0.10000
     0.38600      0.12500      0.00000      0.10000
     0.38800      0.12500      0.00000      0.10000
     0.39000      0.12500      0.00000      0.10000
     0.39200      0.12500      0.00000      0.10000
     0.39400      0.12500      0.00000      0.10000
     0.39600      0.12500      0.00000      0.10000
     0.39800      0.12500      0.00000      0.10000
     0.40000      0.12500      0.00000      0.10000
     0.40200      0.12500      0.00000      0.10000
     0.40400      0.12500      0.00000      0.10000
     0.40600      0.12500      0.00000      0.10000
     0.40800      0.12500      0.00000      0.10000
     0.41000      0.12500      0.00000      0.10000
     0.41200      0.12500      0.00000      0.10000
     0.41400      0.12500      0.00000      0.10000
     0.41600      0.12500      0.00000      0.10000
     0.41800      0.12500      0.00000      0.10000
     0.42000      0.12500      0.00000      0.10000
     0.42200      0.12500      0.00000      0.10000
     0.42400      0.12500      0.00000      0.10000
     0.42600      0.12500      0.00000      0.10000
     0.42800      0.12500      0.00000      0.10000
     0.43000      0.12500      0.00000      0.10000
     0.43200      0.12500      0.00000      0.10000
     0.43400      0.12500      0.00000      0.10000
     0.43600      0.12500      0.00000      0.10000
     0.43800      0.12500      0.00000      0.10000
     0.44000      0.12500      0.00000      0.10000
     0.44200      0.12500      0.00000      0.10000
     0.44400      0.12500      0.00000      0.10000
     0.44600      0.12500      0.00000      0.10000
     0.44800      0.12500      0.00000      0.10000
     0.45000      0.12500      0.00000      0.10000
     0.45200      0.12500      0.00000      0.10000
     0.45400      0.12500      0.00000      0.10000
     0.45600      0.12500      0.00000      0.10000
     0.45800      0.12500      0.00000      0.10000
     0.46000      0.12500      0.00000      0.10000
     0.46200      0.12500      0.00000      0.10000
     0.46400      0.12500      0.00000      0.10000
     0.46600      0.12500      0.00000      0.10000
     0.46800      0.12500      0.00000      0.10000
     0.47000      0.12500      0.00000      0.10000
     0.47200      0.12500      0.00000      0.10000
     0.47400      0.12500      0.00000      0.10000
     0.47600      0.12500      0.00000      0.10000
     0.47800      0.12500      0.00000      0.10000
     0.48000      0.12500      0.00000      0.10000
     0.48200      0.12500      0.00000      0.10000
     0.48400      0.12500      0.00000      0.10000
     0.48600      0.12500      0.00000      0.10000
     0.48800      0.12500      0.00000      0.10000
     0.49000      0.12500      0.00000      0.10000
     0.49200      0.12500      0.00000      0.10000
     0.49400      0.12500      0.00000      0.10000
     0.49600      0.12500      0.00000      0.10000
     0.49800      0.12500      0.00000      0.10000
     0.50000      0.12500      0.00000      0.10000
     0.50200      0.12500      0.00000      0.10000
     0.50400      0.12500      0.00000      0.10000
     0.50600      0.12500      0.00000      0.10000
     0.50800      0.12500      0.00000      0.10000
     0.51000      0.12500      0.00000      0.10000
     0.51200      0.12500      0.00000      0.10000
     0.51400      0.12500      0.00000      0.10000
     0.51600      0.12500      0.00000      0.10000
     0.51800      0.12500      0.00000      0.10000
     0.52000      0.12500      0.00000      0.10000
     0.52200      0.12500      0.00000      0.10000
     0.52400      0.12500      0.00000      0.10000
     0.52600      0.12500      0.00000      0.10000
     0.52800      0.12500      0.00000      0.10000
     0.53000      0.12500      0.00000      0.10000
     0.53200      0.12500      0.00000      0.10000
     0.53400      0.12500      0.00000      0.10000
     0.53600      0.12500      0.00000      0.10000
     0.53800      0.12500      0.00000      0.10000
     0.54000      0.12500      0.00000      0.10000
     0.54200      0.12500      0.00000      0.10000
     0.54400      0.12500      0.00000      0.10000
     0.54600      0.12500      0.00000      0.10000
     0.54800      0.12500      0.00000      0.10000
     0.55000      0.12500      0.00000      0.10000
     0.55200      0.12500      0.00000      0.10000
     0.55400      0.12500      0.00000      0.10000
     0.55600      0.12500      0.00000      0.10000
     0.55800      0.12500      0.00000      0.10000
     0.56000      0.12500      0.00000      0.10000
     0.56200      0.12500      0.00000      0.10000
     0.56400      0.12500      0.00000      0.10000
     0.56600      0.12500      0.00000      0.10000
     0.56800      0.12500      0.00000      0.10000
     0.57000      0.12500      0.00000      0.10000
     0.57200      0.12500      0.00000      0.10000
     0.57400      0.12500      0.00000      0.10000
     0.57600      0.12500      0.00000      0.10000
     0.57800      0.12500      0.00000      0.10000
     0.58000      0.12500      0.00000      0.10000
     0.58200      0.12500      0.00000      0.10000
     0.58400      0.12500      0.00000      0.10000
     0.58600      0.12500      0.00000      0.10000
     0.58800      0.12500      0.00000      0.10000
     0.59000      0.12500      0.00000      0.10000
     0.59200      0.12500      0.00000      0.10000
     0.59400      0.12500      0.00000      0.10000
     0.59600      0.12500      0.00000      0.10000
     0.59800      0.12500      0.00000      0.10000
     0.60000      0.12500      0.00000      0.10000
     0.60200      0.12500      0.00000      0.10000
     0.60400      0.12500      0.00000      0.10000
     0.60600      0.12500      0.00000      0.10000
     0.60800      0.12500      0.00000      0.10000
     0.61000      0.12500      0.00000      0.10000
     0.61200      0.12500      0.00000      0.10000
     0.61400      0.12500      0.00000      0.10000
     0.61600      0.12500      0.00000      0.10000
     0.61800      0.12500      0.00000      0.10000
     0.62000      0.12500      0.00000      0.10000
     0.62200      0.12500      0.00000      0.10000
     0.62400      0.12500      0.00000      0.10000
     0.62600      0.12500      0.00000      0.10000
     0.62800      0.12500      0.00000      0.10000
     0.63000      0.12500      0.00000      0.10000
     0.63200      0.12500      0.00000      0.10000
     0.63400      0.12500      0.00000      0.10000
     0.63600      0.12500      0.00000      0.10000
     0.63800      0.12500      0.00000      0.10000
     0.64000      0.12500      0.00000      0.10000
     0.64200      0.12500      0.00000      0.10000
     0.64400      0.12500      0.00000      0.10000
     0.64600      0.12500      0.00000      0.10000
     0.64800      0.12500      0.00000      0.10000
     0.65000      0.12500      0.00000      0.10000
     0.65200      0.12500      0.00000      0.10000
     0.65400      0.12500      0.00000      0.10000
     0.65600      0.12500      0.00000      0.10000
     0.65800      0.12500      0.00000      0.10000
     0.66000      0.12500      0.00000      0.10000
     0.66200      0.12500      0.00000      0.10000
     0.66400      0.12500      0.00000      0.10000
     0.66600      0.12500      0.00000      0.10000
     0.66800      0.12500      0.00000      0.10000
     0.67000      0.12500      0.00000      0.10000
     0.67200      0.12500      0.00000      0.10000
     0.67400      0.12500      0.00000      0.10000
     0.67600      0.12500      0.00000      0.10000
     0.67800      0.12500      0.00000      0.10000
     0.68000      0.12500      0.00000      0.10000
     0.68200      0.12500      0.00000      0.10000
     0.68400      0.12500      0.00000      0.10000
     0.68600      0.12500      0.00000      0.10000
     0.68800      0.12500      0.00000      0.10000
     0.69000      0.12500      0.00000      0.10000
     0.69200      0.12500      0.00000      0.10000
     0.69400      0.12500      0.00000      0.10000
     0.69600      0.12500      0.00000      0.10000
     0.69800      0.12500      0.00000      0.10000
     0.70000      0.12500      0.00000      0.10000
     0.70200      0.12500      0.00000      0.10000
     0.70400      0.12500      0.00000      0.10000
     0.70600      0.12500      0.00000      0.10000
     0.70800      0.12500      0.00000      0.10000
     0.71000      0.12500      0.00000      0.10000
     0.71200      0.12500      0.00000      0.10000
     0.71400      0.12500      0.00000      0.10000
     0.71600      0.12500      0.00000      0.10000
     0.71800      0.12500      0.00000      0.10000
     0.72000      0.12500      0.00000      0.10000
     0.72200      0.12500      0.00000      0.10000
     0.72400      0.12500      0.00000      0.10000
     0.72600      0.12500      0.00000      0.10000
     0.72800      0.12500      0.00000      0.10000
     0.73000      0.12500      0.00000      0.10000
     0.73200      0.12500      0.00000      0.10000
     0.73400      0.12500      0.00000      0.10000
     0.73600      0.12500      0.00000      0.10000
     0.73800      0.12500      0.00000      0.10000
     0.74000      0.12500      0.00000      0.10000
     0.74200      0.12500      0.00000      0.10000
     0.74400      0.12500      0.00000      0.10000
     0.74600      0.12500      0.00000      0.10000
     0.74800      0.12500      0.00000      0.10000
     0.75000      0.12500      0.00000      0.10000
     0.75200      0.12500      0.00000      0.10000
     0.75400      0.12500      0.00000      0.10000
     0.75600      0.12500      0.00000      0.10000
     0.75800      0.12500      0.00000      0.10000
     0.76000      0.12500      0.00000      0.10000
     0.76200      0.12500      0.00000      0.10000
     0.76400      0.12500      0.00000      0.10000
     0.76600      0.12500      0.00000      0.10000
     0.76800      0.12500      0.00000      0.10000
     0.77000      0.12500      0.00000      0.10000
     0.77200      0.12500      0.00000      0.10000
     0.77400      0.12500      0.00000      0.10000
     0.77600      0.12500      0.00000      0.10000
     0.77800      0.12500      0.00000      0.10000
     0.78000      0.12500      0.00000      0.10000
     0.78200      0.12500      0.00000      0.10000
     0.78400      0.12500      0.00000      0.10000
     0.78600      0.12500      0.00000      0.10000
     0.78800      0.12500      0.00000      0.10000
     0.79000      0.12500      0.00000      0.10000
     0.79200      0.12500      0.00000      0.10000
     0.79400      0.12500      0.00000      0.10000
     0.79600      0.12500      0.00000      0.10000
     0.79800      0.12500      0.00000      0.10000
     0.80000      0.12500      0.00000      0.10000
     0.80200      0.12500      0.00000      0.10000
     0.80400      0.12500      0.00000      0.10000
     0.80600      0.12500      0.00000      0.10000
     0.80800      0.12500      0.00000      0.10000
     0.81000      0.12500      0.00000      0.10000
     0.81200      0.12500      0.00000      0.10000
     0.81400      0.12500      0.00000      0.10000
     0.81600      0.12500      0.00000      0.10000
     0.81800      0.12500      0.00000      0.10000
     0.82000      0.12500      0.00000      0.10000
     0.82200      0.12500      0.00000      0.10000
     0.82400      0.12500      0.00000      0.10000
     0.82600      0.12500      0.00000      0.10000
     0.82800      0.12500      0.00000      0.10000
     0.83000      0.12500      0.00000      0.10000
     0.83200      0.12500      0.00000      0.10000
     0.83400      0.12500      0.00000      0.10000
     0.83600      0.12500      0.00000      0.10000
     0.83800      0.12500      0.00000      0.10000
     0.84000      0.12500      0.00000      0.10000
     0.84200      0.12500      0.00000      0.10000
     0.84400      0.12500      0.00000      0.10000
     0.84600      0.12500      0.00000      0.10000
     0.84800      0.12500      0.00000      0.10000
     0.85000      0.12500      0.00000      0.10000
     0.85200      0.12500      0.00000      0.10000
     0.85400      0.12500      0.00000      0.10000
     0.85600      0.12500      0.00000      0.10000
     0.85800      0.12500      0.00000      0.10000
     0.86000      0.12500      0.00000      0.10000
     0.86200      0.12500      0.00000      0.10000
     0.86400      0.12500      0.00000      0.10000
     0.86600      0.12500      0.00000      0.10000
     0.86800      0.12500      0.00000      0.10000
     0.87000      0.12500      0.00000      0.10000
     0.87200      0.12500      0.00000      0.10000
     0.87400      0.12500      0.00000      0.10000
     0.87600      0.12500      0.00000      0.10000
     0.87800      0.12500      0.00000      0.10000
     0.88000      0.12500      0.00000      0.10000
     0.88200      0.12500      0.00000      0.10000
     0.88400      0.12500      0.00000      0.10000
     0.88600      0.12500      0.00000      0.10000
     0.88800      0.12500      0.00000      0.10000
     0.89000      0.12500      0.00000      0.10000
     0.89200      0.12500      0.00000      0.10000
     0.89400      0.12500      0.00000      0.10000
     0.89600      0.12500      0.00000      0.10000
     0.89800      0.12500      0.00000      0.10000
     0.90000      0.12500      0.00000      0.10000
     0.90200      0.12500      0.00000      0.10000
     0.90400      0.12500      0.00000      0.10000
     0.90600      0.12500      0.00000      0.10000
     0.90800      0.12500      0.00000      0.10000
     0.91000      0.12500      0.00000      0.10000
     0.91200      0.12500      0.00000      0.10000
     0.91400      0.12500      0.00000      0.10000
     0.91600      0.12500      0.00000      0.10000
     0.91800      0.12500      0.00000      0.10000
     0.92000      0.12500      0.00000      0.10000
     0.92200      0.12500      0.00000      0.10000
     0.92400      0.12500      0.00000      0.10000
     0.92600      0.12500      0.00000      0.10000
     0.92800      0.12500      0.00000      0.10000
     0.93000      0.12500      0.00000      0.10000
     0.93200      0.12500      0.00000      0.10000
     0.93400      0.12500      0.00000      0.10000
     0.93600      0.12500      0.00000      0.10000
     0.93800      0.12500      0.00000      0.10000
     0.94000      0.12500      0.00000      0.10000
     0.94200      0.12500      0.00000      0.10000
     0.94400      0.12500      0.00000      0.10000
     0.94600      0.12500      0.00000      0.10000
     0.94800      0.12500      0.00000      0.10000
     0.95000      0.12500      0.00000      0.10000
     0.95200      0.12500      0.00000      0.10000
     0.95400      0.12500      0.00000      0.10000
     0.95600      0.12500      0.00000      0.10000
     0.95800      0.12500      0.00000      0.10000
     0.96000      0.12500      0.00000      0.10000
     0.96200      0.12500      0.00000      0.10000
     0.96400      0.12500      0.00000      0.10000
     0.96600      0.12500      0.00000      0.10000
     0.96800      0.12500      0.00000      0.10000
     0.97000      0.12500      0.00000      0.10000
     0.97200      0.12500      0.00000      0.10000
     0.97400      0.12500      0.00000      0.10000
     0.97600      0.12500      0.00000      0.10000
     0.97800      0.12500      0.00000      0.10000
     0.98000      0.12500      0.00000      0.10000
     0.98200      0.12500      0.00000      0.10000
     0.98400      0.12500      0.00000      0.10000
     0.98600      0.12500      0.00000      0.10000
     0.98800      0.12500      0.00000      0.10000
     0.99000      0.12500      0.00000      0.10000
     0.99200      0.12500      0.00000      0.10000
     0.99400      0.12500      0.00000      0.10000
     0.99600      0.12500      0.00000      0.10000
     0.99800      0.12500      0.00000      0.10000
